date,WaterLevelElevation,PPT_mm,Tmin_deg,Tmean_deg,Tmax_deg,Tdmean_deg,vpdmin_hPa,vpdmax_hPa
12/27/1988,660.72,0,19.2,22.7,26.1,16.6,2.88,17.04
12/28/1988,660.59,0.52,2.6,11.8,20.9,7,1.18,10.1
12/29/1988,660.57,0,1.2,6.7,12.1,-7.3,2.39,11.45
12/30/1988,660.77,0.7,3.1,9.7,16.3,3.7,0.54,11.26
12/31/1988,661.22,0.54,9.2,11,12.8,9.6,0.47,2.34
1/1/1989,661.31,0,6.5,15,23.5,1.2,0.88,25.11
1/2/1989,661.68,0,6.9,12.7,18.5,10.2,0.99,9.42
1/3/1989,661.16,0.16,15.3,19.1,22.8,17.1,0.05,6.44
1/4/1989,660.7,0,10.4,19.6,28.8,6.5,0.8,30.36
1/5/1989,660.96,0,9.8,14.2,18.5,9.1,1.47,11.49
1/6/1989,660.44,0,9.4,17.7,25.9,13.4,0.95,15.91
1/7/1989,660.23,0,10.1,19.1,28.1,13.7,1.17,25.15
1/8/1989,659.99,0,12.9,19.3,25.6,5.6,2.37,23.28
1/9/1989,660.1,0,6.1,9.6,13.1,-2,3.88,10.41
1/10/1989,660.16,0,4.3,6.8,9.3,0.9,1.61,5.17
1/11/1989,659.99,0.07,7.1,10.9,14.8,4.1,1.28,10.81
1/12/1989,659.72,3.33,11.7,16.2,20.7,12.9,0.36,8.97
1/13/1989,660.11,8.25,3.6,10.9,18.3,3.9,0.39,4.6
1/14/1989,660.73,1.06,0.4,1.8,3.2,0.9,0.38,1.25
1/15/1989,660.87,0,-1,6.6,14.1,-0.5,0.51,9.77
1/16/1989,660.72,0,-0.7,10.3,21.4,1.4,0.67,18.1
1/17/1989,660.32,0,3.1,9.5,15.9,1.9,1.31,10.98
1/18/1989,660.3,0.36,9.1,12.3,15.5,8.2,0.75,7.81
1/19/1989,660.1,9.41,11.9,15.2,18.5,12.6,0.35,5.84
1/20/1989,660.36,8.09,13.1,14.3,15.5,13.2,0.36,1.89
1/21/1989,660.73,0,1.1,8.1,15.1,-0.4,1.86,11.94
1/22/1989,660.69,0,-1.8,6.3,14.4,-5,0.99,13.07
1/23/1989,660.96,0,-1.4,7.2,15.9,-0.3,0.68,13.53
1/24/1989,660.49,2.58,7.5,12.9,18.4,11.5,0.52,7.26
1/25/1989,660.39,5.45,14.6,17.6,20.6,16.8,0.19,5.33
1/26/1989,660.49,6.85,18.9,21.1,23.3,18.3,0.74,5.87
1/27/1989,660.67,12.51,9.4,14.3,19.3,10.2,0.29,3.31
1/28/1989,661.45,11.64,8.7,13.4,18.2,10.9,0.2,2.3
1/29/1989,662.11,15.91,10.5,14.5,18.6,12.3,0.35,4.71
1/30/1989,662.98,6.92,9.1,10.6,12,7.9,1.11,2.68
1/31/1989,663.06,0,7.3,14.1,20.9,6.1,1.03,16.02
2/1/1989,663.46,0,7.7,15.7,23.7,10.9,0.76,16.55
2/2/1989,663.53,0.04,15,19,23,17.3,0.4,7.83
2/3/1989,663.46,3.53,1.5,13.5,25.5,13.4,0.79,11.53
2/4/1989,663.16,0,-3.9,-0.2,3.6,-7.3,1.43,3.82
2/5/1989,662.93,0,-5.3,-3.7,-2.1,-9.3,0.62,2.68
2/6/1989,662.57,0,-5.7,-4,-2.3,-6.1,0.37,1.01
2/7/1989,661.84,0,-5.6,-3.7,-1.8,-9.6,0.94,2.87
2/8/1989,661.34,0,-3.4,1.6,6.5,-9.6,1.32,6.95
2/9/1989,661.44,0,-2.4,4.3,10.9,-7.9,1.72,10.19
2/10/1989,661.56,0,0.2,6,11.9,-6.3,2.01,10.89
2/11/1989,662.34,0,1.3,7,12.7,-1.1,1.98,9.9
2/12/1989,662.66,0.82,10.7,13.2,15.8,11.1,0.35,5.74
2/13/1989,662.84,0.52,16.1,19.5,23,17.1,0.49,8.46
2/14/1989,662.56,0.13,18.7,22.6,26.6,17.4,1.19,15.38
2/15/1989,662.47,0.84,19.1,21.9,24.8,18.3,1.13,9.8
2/16/1989,662.55,2.88,8.6,14.6,20.7,11.3,0.98,8.77
2/17/1989,662.9,0.98,8.2,9.6,11,7.6,0.66,2.78
2/18/1989,663.45,1.37,7.1,8.2,9.3,6.8,0.65,1.84
2/19/1989,663.69,0,6.8,8.1,9.4,4.2,1.5,3.65
2/20/1989,663.9,0.36,7,9.4,11.8,7.4,0.56,3.99
2/21/1989,663.61,0,8.9,16.7,24.6,10,0.45,19.34
2/22/1989,663.37,0,2.4,9.7,17,1.3,1.48,12.99
2/23/1989,663.19,0,2.5,10.7,19,-2.8,1.81,17.64
2/24/1989,663.1,0,2.3,8.1,13.9,-5.6,2.61,12.37
2/25/1989,663.37,0,7,12.4,17.8,6.8,2.31,10.78
2/26/1989,663.32,0,10.3,17.4,24.6,10.9,0.9,17.6
2/27/1989,662.68,0,9.7,19.3,28.8,11.4,0.73,27.67
2/28/1989,662.42,0,8.8,17.4,26,9.7,0.81,18.72
3/1/1989,662.67,0.53,8.3,9.4,10.6,6.8,0.91,3.02
3/2/1989,663.14,0.7,9.2,11.2,13.2,8.5,1.08,4.23
3/3/1989,662.96,0.77,10.8,14.4,17.9,12,0.68,6.55
3/4/1989,663.27,0,16.1,20.2,24.3,16.6,0.59,12.1
3/5/1989,663.24,0,-1.3,8.7,18.8,-3.4,0.81,4.24
3/6/1989,662.93,0,-2.1,2.7,7.6,-9.7,2.29,7.41
3/7/1989,662.64,0,-2.8,4.5,11.7,-9.4,1.83,10.87
3/8/1989,662.53,0,-2.4,6.7,15.9,-6,1.48,14.69
3/9/1989,662.18,0,0.1,9.1,18.1,-2.1,1.29,15.86
3/10/1989,661.65,0,0.6,10.9,21.1,-0.3,1.01,19.85
3/11/1989,661.15,0,2.8,13.9,25.1,1.7,1.3,26.33
3/12/1989,660.58,0,6.3,17.1,27.9,5.1,1.54,31.19
3/13/1989,659.6,0,8.3,19,29.7,10.2,0.42,31.16
3/14/1989,659.08,0,10.1,21.1,32.1,13.4,0.3,35.53
3/15/1989,658.46,0,16.2,24,31.9,15,0.7,32.75
3/16/1989,658.36,0,16.3,20.7,25,7.8,2.62,20.91
3/17/1989,658.06,0,16.4,20.3,24.3,14.3,3.07,13.33
3/18/1989,657.91,0,19,23.8,28.7,16.7,2.26,22.6
3/19/1989,657.37,0,16.4,22.2,28,15.2,1.57,18.89
3/20/1989,657.6,13.81,15.7,21.5,27.3,15.7,0.9,20.4
3/21/1989,658.74,1.03,6.3,17.9,29.4,12.4,1.69,21.3
3/22/1989,659.42,2.49,3.8,5.5,7.2,-0.3,1.59,4.38
3/23/1989,659.52,0,3.7,11.4,19.1,1.9,1.46,14.9
3/24/1989,659.2,0,4.5,13.7,22.8,5.6,1.38,18.82
3/25/1989,659.23,0,11.3,18.3,25.3,12.8,1.76,18.14
3/26/1989,659.56,2.86,17.2,20.4,23.6,17.4,0.71,8.3
3/27/1989,659.89,7.48,18.1,21.9,25.7,17.5,0.62,16.74
3/28/1989,659.86,13.03,14.8,20.8,26.8,18.6,1.7,13.26
3/29/1989,660.59,0.6,13.4,20.5,27.6,12,2.49,21.35
3/30/1989,660.3,0,12.7,21,29.3,9.5,2.86,28.54
3/31/1989,659.56,0,12,22.1,32.2,7.6,4.84,39.06
4/1/1989,659.62,0,9.5,16.7,23.9,4.7,3.09,21.46
4/2/1989,658.86,0,9.6,18.2,26.9,11.5,2.29,23.15
4/3/1989,657.7,0,16.6,23.4,30.2,16.3,0.82,26.33
4/4/1989,656.9,0,17.1,26.2,35.2,17.5,0.94,41.52
4/5/1989,656.48,0,13.1,20.7,28.2,7.8,2.47,27.42
4/6/1989,656.15,0,9,17.2,25.5,0.7,3.82,26.99
4/7/1989,655.19,0,11.7,20.7,29.7,8.3,2.38,32.05
4/8/1989,654.88,0,13,22.9,32.7,14.4,1.11,37.16
4/9/1989,654.11,0,14.7,24.9,35.1,11.3,1.64,43.5
4/10/1989,654.64,0,12,15.5,18.9,6.3,5.94,10.51
4/11/1989,655.04,0,7.6,10.8,14.1,-1.3,5.07,10.88
4/12/1989,655.2,0.14,8.6,12.9,17.1,2.6,1.75,13.1
4/13/1989,656.47,5.41,10.1,11.5,13,9.5,0.74,3.32
4/14/1989,657.31,10.64,10.2,12.3,14.4,10.8,0.69,2.77
4/15/1989,657.94,0,10.5,14.7,18.8,11.7,0.5,7.29
4/16/1989,658.31,0,10.3,17.3,24.3,12.2,0.52,15.26
4/17/1989,657.94,0,11.4,19.6,27.8,14.3,0.4,22.86
4/18/1989,656.99,0,18.9,24.2,29.5,17.6,2.44,22.65
4/19/1989,657.26,19.86,20.7,25.7,30.6,17.9,3.37,25.01
4/20/1989,658.15,16.2,17,22.4,27.8,16.7,1.54,19.59
4/21/1989,658.51,0,17.3,23,28.8,17.1,1.22,20.31
4/22/1989,658.71,0,17.3,23.7,30.2,16.5,1.54,24.52
4/23/1989,658.5,0,18,23.8,29.5,15.1,2.38,25.79
4/24/1989,657.78,0,18.8,24.7,30.6,15.9,3.38,28.12
4/25/1989,656.71,0,19.8,24.5,29.2,16.5,2.65,24.89
4/26/1989,656.46,0,21.4,25.4,29.4,19.7,2.81,19.02
4/27/1989,656.13,0,19.1,24.4,29.8,18.6,2.32,20.23
4/28/1989,655.5,0.27,19.4,24.9,30.3,17.9,2.23,22.98
4/29/1989,655.54,6.14,15.8,24,32.3,14.9,1.58,30.81
4/30/1989,655.97,11.38,15.3,23.2,31.1,16.8,1.26,23.44
5/1/1989,656.33,0,16.2,22.2,28.2,15.8,1.79,20.14
5/2/1989,655.53,0,16.7,22.3,27.9,15.2,2.33,20.27
5/3/1989,654.88,0,18.3,23.5,28.7,16.7,2.71,21.46
5/4/1989,654.15,0.01,21.2,25,28.9,20.2,2.15,15.81
5/5/1989,652.58,1.85,21.5,27.8,34.2,20.1,3.86,31.45
5/6/1989,652.56,0,16.6,22,27.5,16,2.57,17.77
5/7/1989,651.23,0.01,17.2,24.4,31.7,16.8,2.74,29.59
5/8/1989,649.93,0,20.3,26,31.8,18.5,2.32,26.34
5/9/1989,648.65,0,21.3,28,34.6,19.5,1.99,34.65
5/10/1989,647.23,0.01,19.8,27.3,34.8,19.9,2.67,34.4
5/11/1989,648.12,0,17.7,21.3,24.9,15.7,3.07,12.49
5/12/1989,647.48,0,19.7,23.6,27.4,18,2.75,15.31
5/13/1989,647.57,0.02,20.9,25,29.2,18,2.63,20.43
5/14/1989,647.72,0,18.8,24.3,29.8,19.4,0.75,17.08
5/15/1989,647.28,0,19.9,25.2,30.4,21,1.14,18.31
5/16/1989,646.55,0,22.9,26.5,30.2,21.7,2.94,16.99
5/17/1989,646.35,3.39,25,27.7,30.3,22.4,3.7,16.73
5/18/1989,646.73,4.57,21.8,27.5,33.2,18.5,1.8,37.03
5/19/1989,645.17,0,21.7,28.7,35.6,14.8,1.68,47.57
5/20/1989,643.8,0,24.7,31,37.2,20.7,4.17,46.78
5/21/1989,642.5,0.29,20.9,28.6,36.3,21.1,2.6,35.9
5/22/1989,641.75,0,22.3,28.1,33.9,20.6,3.71,31.92
5/23/1989,640.01,0,22.9,29.7,36.5,21,2.83,39.74
5/24/1989,638.55,0,23.3,29.8,36.2,20.7,3.05,39.47
5/25/1989,637.66,0,23.2,30.4,37.6,20.5,3.69,46.02
5/26/1989,637.04,0,23.9,31.2,38.5,19.9,4.56,51.54
5/27/1989,635.54,0,25.2,31.1,37,21.4,5.26,40.45
5/28/1989,635.38,0,23.3,29.3,35.2,21,3.83,36
5/29/1989,635.25,0,22.1,28.9,35.6,18,2.83,42.48
5/30/1989,634.03,0,22.7,29.3,35.9,17.9,3.97,44.53
5/31/1989,633.58,0,23.8,29.3,34.8,19.1,5.72,38.19
6/1/1989,632.63,0,24.4,29.6,34.9,19.7,5.25,36.31
6/2/1989,632.16,0,24.3,29.9,35.6,19.6,3.95,39.93
6/3/1989,632.04,0,25.2,30.8,36.4,19.9,5.62,43.55
6/4/1989,632.44,0,24.4,30.4,36.4,20.4,6.12,40.68
6/5/1989,632.03,0,24.2,29.7,35.3,20.7,4.16,35.63
6/6/1989,630.77,0,24.2,30.1,36.1,20.2,4.02,39.45
6/7/1989,630.25,0,25.3,30.9,36.5,20.8,5.29,41.31
6/8/1989,630.3,0,20.5,29.3,38.1,18.8,5,48.67
6/9/1989,628.47,1.04,21.1,28.7,36.3,16.1,5.73,44.38
6/10/1989,629.22,0,23.2,27.8,32.4,20.4,4.21,25.16
6/11/1989,630.97,22.51,20.4,28.2,36,21.6,1.17,34.84
6/12/1989,633.24,0,21.7,28.4,35.1,21.5,3.04,32.86
6/13/1989,633.98,5.6,25.2,30.2,35.3,22.1,5.46,33.17
6/14/1989,636.61,37.05,19.6,27.1,34.5,20.1,1.09,31.61
6/15/1989,637.9,0,18.4,23.7,29,17.9,1.7,19.51
6/16/1989,638.55,0,16.6,23.5,30.3,13.2,3.67,28.84
6/17/1989,638.78,0,18.3,24.6,31,14.2,4.33,28.84
6/18/1989,638.58,0,20.7,27,33.2,17.4,3.88,35.4
6/19/1989,638.11,0,24.6,29.7,34.8,21.5,3.33,33.05
6/20/1989,637,0,24.3,29.7,35.2,20,4.76,38.44
6/21/1989,635.81,0,23.3,29.5,35.6,18.6,4.28,40.21
6/22/1989,634.91,0,23.6,29.5,35.3,19.7,3.96,39.35
6/23/1989,634.34,0.21,23.4,28.5,33.6,20.4,3.44,29.1
6/24/1989,635.2,0.02,23.1,27.4,31.8,20.8,3.13,22.28
6/25/1989,635.97,0.98,23.1,25.9,28.7,21.1,2.91,14.57
6/26/1989,636.67,2.1,23.6,26,28.4,21.4,4,13.21
6/27/1989,636.66,1.36,21,25.3,29.6,21,0.97,15.71
6/28/1989,635.86,0,21.1,27.2,33.4,19.9,2.75,28.95
6/29/1989,634.52,0,23.2,29,34.8,19.2,4.82,36.54
6/30/1989,633.71,0,22.6,28.2,33.9,19.5,4.45,31.68
7/1/1989,633.65,0,24.1,28.2,32.3,20.9,3.58,24.61
7/2/1989,633.18,0,24.7,30.7,36.7,21.4,3.77,41.84
7/3/1989,632.59,0,25.6,31.9,38.1,21.9,4.69,45.73
7/4/1989,632.81,0,25.4,30.9,36.4,22,4.29,37.77
7/5/1989,632.37,4.59,23.1,29.4,35.7,21.2,3.32,36.69
7/6/1989,631.96,1.53,24.5,30.2,36,19.4,6.22,40.48
7/7/1989,631.45,0,25,31,37,19.2,5.22,45.61
7/8/1989,631.5,0,24.6,30.7,36.8,20.2,3.45,45.16
7/9/1989,631.33,0,25,30.8,36.5,20.5,3.94,41.09
7/10/1989,630.92,0,24.9,30.7,36.4,20.9,4.47,40.18
7/11/1989,630.49,0,24.7,30.4,36.2,21,4.47,38.69
7/12/1989,630.39,0,25.3,30.7,36.2,20.7,5.33,40.11
7/13/1989,629.77,0,24.7,30.8,36.8,20.3,4.67,41.99
7/14/1989,629.45,0,25.4,31.3,37.1,18.8,5.81,46.28
7/15/1989,629.71,0,25.5,32.1,38.6,18.7,8.32,52.67
7/16/1989,629.17,0,24.8,31.7,38.6,19.9,3.86,53.84
7/17/1989,628.88,0,25.1,32.1,39.2,20.5,4.48,52.66
7/18/1989,628.68,0,24.9,31.9,38.9,21.5,4.93,49.43
7/19/1989,628.11,0,24.8,32,39.2,20.3,4.84,53.83
7/20/1989,627.81,0,22.4,30.9,39.5,18.2,5.71,52.84
7/21/1989,627.51,0,21.6,29.1,36.5,13.2,10.59,47.33
7/22/1989,628.02,0,22.4,28.7,35,15,8.78,41.47
7/23/1989,628.84,1.23,20.5,27.7,34.9,16.8,3.61,39.14
7/24/1989,630.23,3.36,22.3,28.7,35.1,17.8,3.26,39.19
7/25/1989,631.65,0.39,20.1,26.9,33.7,19.4,1.6,32.96
7/26/1989,632.27,0,21.3,26.3,31.3,19.1,2.52,26.9
7/27/1989,631.91,0,22.3,27.7,33.1,20.5,2.43,30.19
7/28/1989,631.95,0,22.3,26.9,31.5,21.4,1.48,21.67
7/29/1989,632.06,0,23.8,29.7,35.5,20.9,2.81,36.31
7/30/1989,631.67,0,24,30.1,36.2,20.5,3.27,38.99
7/31/1989,630.95,0,23.9,29.9,35.9,20.3,2.67,38.73
8/1/1989,629.85,0,24.5,30.7,36.9,19.4,3.99,43.69
8/2/1989,630.31,0,25.5,29.6,33.7,20.8,7.48,29.92
8/3/1989,630.01,0,25.4,31,36.7,21.9,3.61,41.29
8/4/1989,629.21,0,25.5,31.2,36.8,21.2,4.06,42.18
8/5/1989,629.17,0,25.2,31.2,37.2,21.1,4.58,43.25
8/6/1989,628.93,0,24.8,31.3,37.7,21.4,3.73,44.48
8/7/1989,628.26,0,25.5,31.6,37.6,21.3,5.1,43.56
8/8/1989,630.36,5.45,22.5,29.3,36.2,21,2.03,38.95
8/9/1989,631.47,6.4,21.4,25.6,29.7,18.9,2.64,21.79
8/10/1989,631.56,0,19,25.3,31.5,15.4,3.75,30.26
8/11/1989,631.29,0,19.8,26.1,32.3,16,4.21,32.69
8/12/1989,631.11,0,20.9,27.7,34.4,15.5,4.7,42.1
8/13/1989,631.05,0,19.6,26.4,33.3,15.8,4.63,34.49
8/14/1989,630.51,0,20.1,27,33.9,17.3,3.9,36.24
8/15/1989,631,0,23.5,27.3,31.2,19.8,4.21,24.24
8/16/1989,630.27,0,23.3,29.3,35.4,19.6,4.1,38.5
8/17/1989,629.88,0,23.9,29.9,36,20.3,3.62,39.65
8/18/1989,629.31,0,24.2,30.4,36.6,21,2.86,40.99
8/19/1989,629.96,0.01,23.9,29.3,34.8,21.3,3.48,30.81
8/20/1989,629.89,0,24.5,30.4,36.2,20.9,3.93,38.39
8/21/1989,629.02,0,25.4,31.2,36.9,21.1,4.94,42.69
8/22/1989,628.79,0,24.8,30.8,36.8,21,3.55,41.02
8/23/1989,628.34,0,25.1,31.1,37.2,20.3,4.14,44.13
8/24/1989,627.66,0,25.4,31.1,36.8,20.6,4.18,42.23
8/25/1989,628.77,0.76,24.2,29.4,34.6,22.3,2.23,31.1
8/26/1989,629.46,0,25.3,30.8,36.3,21,2.91,39.54
8/27/1989,629.21,0,25.9,31.1,36.3,21.9,4.08,37.8
8/28/1989,628.54,0,25.7,31.3,36.8,22.4,4.03,38.88
8/29/1989,628.16,0,26,31.6,37.1,21.2,4.73,42.81
8/30/1989,627.92,0,25.9,31.2,36.6,21,4.73,39.96
8/31/1989,627.94,0,26,31.4,36.8,21.1,4.86,40.66
9/1/1989,627.42,0,26.1,31.7,37.4,21.2,5.09,41.88
9/2/1989,627.67,0,25.9,31.6,37.2,21.4,4.63,41.92
9/3/1989,627.38,0,25.7,31.8,38,21,4.06,45.02
9/4/1989,627.95,0,24.7,31.3,38,19.7,5.25,47.03
9/5/1989,626.98,0,23.1,30.5,37.9,20.5,3.28,44.94
9/6/1989,627.26,0,23.4,30.7,38,19.4,3.35,50.36
9/7/1989,629.84,10.22,24,28.8,33.6,22.5,2.01,26.13
9/8/1989,630.55,0,24.2,29.7,35.2,21.9,2.73,34.04
9/9/1989,630.64,0,24.6,30.2,35.8,21.5,3.25,36.39
9/10/1989,630.4,0,24.7,30.5,36.4,20.4,3.71,41.72
9/11/1989,630.21,4.67,24.9,30.3,35.7,22.1,2.32,35.1
9/12/1989,631.16,0.47,23.8,29.7,35.5,21.6,3.18,34.66
9/13/1989,631.46,0,24.4,29.6,34.9,21.5,3.16,33.57
9/14/1989,632.58,4.35,17.3,24.4,31.5,18,2.32,20.32
9/15/1989,633.01,0,14.9,21.4,27.9,12.8,3.3,22.48
9/16/1989,633.16,0,14.5,22.1,29.6,10.6,2.99,30.6
9/17/1989,632.84,0,14.9,23.1,31.3,11.3,3.43,33.89
9/18/1989,632.26,0,16.1,24.3,32.4,12.9,3.81,36.12
9/19/1989,631.75,0,18.1,25.5,32.9,14.1,3.55,36.5
9/20/1989,631.43,0,18.4,25.8,33.3,13.9,3.43,38.97
9/21/1989,631.24,0,18.8,26.1,33.3,17.2,3.28,33.21
9/22/1989,631.17,0,19.2,26.1,33,15.6,4.54,33.69
9/23/1989,631.49,0,17.2,24.7,32.3,11,5.87,33.5
9/24/1989,632.06,0,13,19.6,26.1,6.2,7.24,22.82
9/25/1989,631.55,0,11.1,18.7,26.2,5.5,4.49,24.55
9/26/1989,631.82,0,11.6,19.9,28.2,3.1,5.35,31.42
9/27/1989,631.35,0,13.4,21.1,28.9,4.5,6.64,31.87
9/28/1989,631.22,0,13.9,21.8,29.8,7.6,6.03,32.88
9/29/1989,630.72,0,14.1,22.3,30.6,7.3,4.63,35.38
9/30/1989,631.12,0,14.3,23.1,31.9,9.4,3.79,38.36
10/1/1989,630.99,0,15.6,24.3,32.9,11.9,4.72,37.75
10/2/1989,630.28,0,15.6,25.6,35.6,11.9,4.11,47
10/3/1989,629.88,0,17.2,26.3,35.5,13.6,2.43,46.59
10/4/1989,629.68,3.47,18.2,25.2,32.2,18.1,2.22,31.25
10/5/1989,630.4,0.07,23.9,27.4,31,21.6,3.51,19.94
10/6/1989,630.51,4.79,24.4,28.7,33,21.4,4,27.37
10/7/1989,633.36,23.55,21.9,27.8,33.7,20.6,3.12,29.74
10/8/1989,634.35,8.71,14.9,20.5,26.1,16.1,1.35,15.51
10/9/1989,634.74,0,12.2,20.1,28.1,9.1,2.25,28.15
10/10/1989,634.52,0,12,20.3,28.7,8,2.47,30.23
10/11/1989,634.1,0,13.3,22.5,31.6,10.6,2.49,36.12
10/12/1989,633.7,0,13.7,23.2,32.6,9.9,2.83,39.57
10/13/1989,633.61,0,14.5,23.3,32.1,11.4,2.25,37.56
10/14/1989,633.87,0,17.2,23.5,29.8,17.4,1.33,21.52
10/15/1989,633.94,0,16.6,24.1,31.7,15.4,1.68,31.06
10/16/1989,633.81,0,16,24,32,14.4,2.32,33.42
10/17/1989,633.48,0,15.9,24.1,32.3,14.8,2.82,31.92
10/18/1989,633.89,0,13.7,17.7,21.6,6.6,6.41,15.66
10/19/1989,634.27,0,3.8,11.2,18.7,0.3,3.25,15.31
10/20/1989,634.42,0,2.5,10.2,18,-3.5,2.16,16.4
10/21/1989,634.77,0,3,14,24.9,-1.8,2.57,26.83
10/22/1989,634.65,0,10.7,18.6,26.4,8,1.96,25.92
10/23/1989,634.01,0,12.2,20.8,29.4,14.1,0.88,26.78
10/24/1989,633.54,0,15.6,23.1,30.5,16,1.61,26.04
10/25/1989,633.61,0,16.2,22.6,28.9,17,0.85,21.61
10/26/1989,633.8,0,18.6,23.5,28.5,16.6,1.49,23.09
10/27/1989,634.25,2.05,20,24.4,28.8,18,2.32,20.69
10/28/1989,636.77,27.59,19.1,23.3,27.5,17.4,1.51,17.22
10/29/1989,637.22,14.69,17.8,22.9,28.1,17.6,1.15,19.27
10/30/1989,638.21,8.44,18,22.4,26.8,18.6,1.23,13.4
10/31/1989,639.24,10.56,5.9,14,22.2,9.6,1.13,8.59
11/1/1989,639.92,0,6.6,12.6,18.5,4.4,1.9,14.53
11/2/1989,640.21,0,9,16.4,23.8,6.6,3.57,18.47
11/3/1989,640.35,0,3.2,10.4,17.6,0.9,1.8,13.64
11/4/1989,640.53,0,3.2,10.5,17.9,2.2,1.67,14.71
11/5/1989,640.74,0,8.2,16.5,24.8,15.1,1.51,14.73
11/6/1989,640.52,0,20.4,23.9,27.5,18.9,1.69,16.1
11/7/1989,640.3,0,20.4,24.8,29.2,20,1.48,17.65
11/8/1989,640.27,0,22.5,26.2,29.9,20.8,1.85,19.11
11/9/1989,640.28,0,9.9,20.9,31.8,6.6,2.1,39.14
11/10/1989,640.11,0,8.4,16.8,25.3,2.4,1.99,26.19
11/11/1989,640.34,0,8.9,17.5,26,8.9,1.2,22.86
11/12/1989,640.56,0.12,13.6,19.9,26.1,14.6,0.84,18.29
11/13/1989,640.51,4.14,18.1,22.5,27,17.1,2.45,16.4
11/14/1989,641.53,2.09,17.9,20.6,23.4,18.8,1.28,7.31
11/15/1989,641.6,0,19.6,23.8,28,19.9,1.25,13.64
11/16/1989,641.32,0,4.5,13.7,22.9,3.2,1.72,18.63
11/17/1989,641.71,0,4.7,10.1,15.4,-2.8,2.85,12.99
11/18/1989,642.15,1.11,10.1,12.4,14.6,6.6,1.51,7.92
11/19/1989,642.66,2.43,11.8,13.6,15.4,11.7,0.97,2.96
11/20/1989,642.76,0.9,12.9,14.9,16.9,13.8,0.76,3.3
11/21/1989,642.84,0,15.4,18.9,22.4,15.6,0.8,8.93
11/22/1989,643.14,17.37,16.3,19.2,22.2,16.6,0.76,7.73
11/23/1989,643.7,0,6,15.4,24.7,7.3,1.47,16.89
11/24/1989,644.62,0,3.1,9.1,15.1,-1.5,1.6,12.51
11/25/1989,644.75,0,2.9,11.1,19.4,9.1,1.1,11.67
11/26/1989,644.75,0,11.9,17.7,23.5,14.9,0.64,9.91
11/27/1989,644.59,0,11.8,19.4,27.1,14.2,0.57,20.88
11/28/1989,644.16,0,12.6,19.2,25.9,11,1.6,15.22
11/29/1989,643.9,0.27,8.1,10.5,12.9,-3.9,6.39,10.04
11/30/1989,644.08,7.85,6,9,12,-4.4,3.06,10.76
12/1/1989,644.69,2.26,5.1,6,6.8,2.1,1.23,3.05
12/2/1989,645.02,5.64,5.9,7.1,8.2,3.3,0.98,3.89
12/3/1989,645.44,0.35,6.8,9.5,12.2,4.9,0.94,7.34
12/4/1989,645.45,0,3.5,8.8,14.1,-3.2,1.57,12.77
12/5/1989,645.37,0,3.5,10.4,17.4,0,1.41,14.81
12/6/1989,645.46,0,6.5,13.3,20.1,8.4,0.73,11.32
12/7/1989,645.27,0,11.5,18.1,24.7,12.3,0.62,15.51
12/8/1989,645.07,0,4.1,10.5,17,3.3,2.52,9.71
12/9/1989,645.24,0,-1.3,5.2,11.7,-1.6,0.8,7.69
12/10/1989,645.5,0,0,8,16.1,0.1,1.07,12.12
12/11/1989,645.38,0,2.8,12.2,21.5,5,1.3,16.42
12/12/1989,644.92,0,-1.2,4.5,10.3,-5.7,2.43,6.9
12/13/1989,644.9,0,-5,1.9,8.8,-10.6,1.26,8.84
12/14/1989,644.97,0,-4.2,4.8,13.9,-6.2,1.27,12.21
12/15/1989,645.12,0,-0.9,8.4,17.6,1.1,0.9,12.7
12/16/1989,644.9,0,-7.5,4.9,17.3,-11,1.47,12.81
12/17/1989,644.44,0,-7.3,-3,1.2,-17.7,2.25,5.2
12/18/1989,644.4,0,-0.6,1.4,3.3,-11.5,2.79,5.69
12/19/1989,644.54,0,0.8,3.5,6.1,-0.1,0.78,3.5
12/20/1989,644.45,0,-2.5,2.9,8.3,-2.7,0.76,5.65
12/21/1989,644.55,0,-2.5,4.4,11.2,-2.6,1,8.14
12/22/1989,643.46,0,-6.9,-0.4,6.1,-8,1.51,5.15
12/23/1989,642.83,0,-12.8,-9.6,-6.3,-20.7,1.3,2.66
12/24/1989,640.99,0,-13.6,-7.5,-1.5,-21.9,1.22,4.63
12/25/1989,639.91,0,-8.5,-0.5,7.5,-12.8,1.56,8.08
12/26/1989,640.7,0,-2.6,7.6,17.8,-2.7,1.47,14.39
12/27/1989,641.69,0,1.5,11.9,22.3,-2.3,1.98,22.34
12/28/1989,642.28,0.18,4.3,12.9,21.4,3.1,1.17,17.48
12/29/1989,642.82,0.43,8.8,13.8,18.9,11.4,0.39,7.16
12/30/1989,643.59,0.65,12.2,16.6,21.1,13.8,0.45,9.03
12/31/1989,643.97,0.97,6.9,12.1,17.3,7.4,0.74,3.71
1/1/1990,643.9,0,3.9,8.8,13.6,0.9,1.58,9.32
1/2/1990,644.09,0,5,9.5,14,-0.3,1.96,11.57
1/3/1990,644.07,2.65,8.4,11.7,15,7.3,1.05,7.03
1/4/1990,644.19,0.22,15.3,18.7,22.2,12.7,1.07,12.07
1/5/1990,644.37,4.7,10.1,12.7,15.3,0.7,5.39,12.02
1/6/1990,644.81,6.81,7.1,9.1,11,5.1,1.16,4.64
