PRISM Time Series Data
Location:  Lat: 29.4793   Lon: -98.4325   Elev: 218m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2023-04-25
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Apr-27
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1990-12-18,0.00,13.8,20.9,28.0,12.4,2.59,18.81
1990-12-19,0.00,3.2,11.5,19.9,-2.7,2.47,19.06
1990-12-20,0.00,2.9,12.2,21.5,6.1,1.19,17.13
1990-12-21,0.00,14.5,19.2,23.9,16.4,1.04,11.22
1990-12-22,0.00,-4.3,11.3,26.9,3.9,0.37,17.76
1990-12-23,0.00,-6.4,-5.1,-3.7,-7.9,0.57,1.33
1990-12-24,0.00,-8.2,-1.7,4.8,-12.1,1.04,6.10
1990-12-25,0.00,-7.2,-0.5,6.3,-14.2,1.25,7.94
1990-12-26,2.48,-0.3,3.2,6.7,-3.9,0.70,6.89
1990-12-27,0.77,4.7,6.2,7.8,4.7,0.54,1.59
1990-12-28,0.29,4.6,8.3,12.1,4.5,0.57,5.43
1990-12-29,0.82,6.8,12.9,19.1,12.7,0.15,2.45
1990-12-30,1.37,18.3,19.9,21.5,17.6,1.13,6.48
1990-12-31,0.00,-2.3,7.7,17.7,-1.0,0.54,4.25
1991-01-01,0.00,-2.3,3.9,10.0,-4.5,1.56,8.06
1991-01-02,9.31,3.9,7.8,11.7,2.1,0.73,7.96
1991-01-03,9.26,7.4,9.7,12.0,9.6,0.04,0.86
1991-01-04,3.84,2.5,5.0,7.6,2.8,0.26,1.47
1991-01-05,3.26,2.4,4.7,7.0,4.2,0.05,0.91
1991-01-06,2.14,7.4,10.6,13.7,10.6,0.05,1.52
1991-01-07,0.00,5.3,10.6,16.0,8.5,0.32,3.31
1991-01-08,4.27,4.8,6.8,8.7,2.9,1.27,3.63
1991-01-09,9.89,5.2,7.3,9.4,5.8,0.36,2.55
1991-01-10,2.85,8.7,9.9,11.2,9.5,0.11,1.27
1991-01-11,1.28,3.2,8.0,12.8,6.3,0.24,3.78
1991-01-12,0.00,0.4,6.6,12.7,3.1,0.31,5.48
1991-01-13,0.00,0.0,8.4,16.7,-0.5,0.65,13.73
1991-01-14,0.00,1.7,9.8,17.8,2.7,0.94,14.69
1991-01-15,0.00,8.2,15.2,22.3,8.8,1.06,13.42
1991-01-16,0.00,2.4,11.0,19.6,2.1,1.12,16.04
1991-01-17,11.57,2.4,11.3,20.3,4.6,1.12,15.69
1991-01-18,37.75,9.5,13.6,17.7,8.7,0.67,9.24
1991-01-19,1.25,7.8,9.2,10.6,6.9,0.89,2.41
1991-01-20,0.00,4.7,11.2,17.6,4.2,0.90,12.35
1991-01-21,0.00,4.7,10.5,16.2,1.1,1.95,10.23
1991-01-22,0.00,0.0,3.4,6.7,-3.4,0.92,5.54
1991-01-23,7.05,2.0,5.8,9.5,-0.8,1.44,6.45
1991-01-24,0.39,7.5,8.7,9.9,6.6,0.56,4.11
1991-01-25,0.00,1.0,8.1,15.2,4.1,0.11,8.98
1991-01-26,0.00,1.5,8.6,15.8,4.1,0.13,9.47
1991-01-27,0.00,3.9,10.1,16.4,7.7,0.39,7.65
1991-01-28,0.00,6.8,13.9,21.0,10.2,0.21,10.32
1991-01-29,0.91,6.7,14.3,21.8,11.6,0.60,13.99
1991-01-30,3.08,2.5,14.4,26.4,9.2,0.66,21.69
1991-01-31,0.00,0.6,5.0,9.4,0.1,0.91,4.90
1991-02-01,0.00,-1.0,7.1,15.2,-2.5,0.85,12.86
1991-02-02,0.00,-1.0,8.3,17.5,-0.9,0.81,14.42
1991-02-03,12.77,0.9,9.9,18.9,5.5,0.64,13.08
1991-02-04,39.86,11.7,14.0,16.4,13.7,0.51,2.30
1991-02-05,8.56,14.2,16.1,18.1,14.2,0.54,4.75
1991-02-06,0.00,9.7,16.0,22.3,11.3,0.47,13.33
1991-02-07,0.00,6.7,13.9,21.0,8.3,0.57,14.32
1991-02-08,0.00,4.1,12.7,21.3,1.6,1.45,19.95
1991-02-09,0.00,3.6,12.2,20.7,2.8,1.04,17.28
1991-02-10,0.00,3.9,12.6,21.4,5.1,0.81,17.01
1991-02-11,0.00,7.0,15.9,24.9,5.9,1.17,23.43
1991-02-12,0.00,12.4,16.4,20.4,7.9,1.89,13.99
1991-02-13,0.00,12.8,18.1,23.5,13.6,0.69,13.24
1991-02-14,0.00,10.1,19.2,28.3,5.6,0.84,31.78
1991-02-15,0.00,6.8,15.4,24.1,0.6,3.22,24.49
1991-02-16,0.68,6.6,11.0,15.4,-8.9,5.18,15.07
1991-02-17,0.47,5.6,10.1,14.7,6.3,0.23,6.40
1991-02-18,1.66,14.1,17.1,20.2,15.1,0.33,6.05
1991-02-19,8.60,12.5,20.0,27.4,13.8,1.02,23.83
1991-02-20,1.93,7.8,12.4,16.9,2.3,2.17,11.17
1991-02-21,3.65,7.4,10.9,14.5,0.7,1.99,11.43
1991-02-22,0.00,6.5,10.3,14.1,5.6,1.06,6.82
1991-02-23,0.00,5.3,13.9,22.4,5.2,0.94,18.44
1991-02-24,0.00,5.9,13.1,20.3,6.1,0.71,15.26
1991-02-25,0.48,11.3,14.9,18.4,12.4,1.20,5.99
1991-02-26,0.01,4.1,8.5,12.9,2.2,1.23,7.92
1991-02-27,0.00,4.9,9.2,13.5,0.3,1.90,10.50
1991-02-28,0.95,9.0,11.5,14.0,5.7,1.21,8.23
1991-03-01,3.86,11.5,14.6,17.8,14.6,0.00,1.93
1991-03-02,0.00,9.8,18.8,27.7,8.1,0.68,29.30
1991-03-03,0.00,8.1,18.0,28.0,3.4,2.35,30.84
1991-03-04,0.00,6.4,13.9,21.5,3.4,1.99,17.44
1991-03-05,0.00,8.0,19.2,30.5,1.9,3.06,36.96
1991-03-06,0.00,8.0,21.1,34.2,3.8,2.48,47.19
1991-03-07,0.00,10.4,23.6,36.7,6.8,2.83,56.42
1991-03-08,0.00,10.0,16.3,22.6,7.1,4.34,14.05
1991-03-09,0.00,8.9,16.3,23.7,3.2,3.97,22.26
1991-03-10,0.00,3.7,12.9,22.1,0.5,1.50,21.14
1991-03-11,0.00,4.1,13.4,22.7,4.8,1.28,20.76
1991-03-12,0.00,10.9,18.8,26.7,13.6,0.97,19.30
1991-03-13,0.00,9.8,19.3,28.8,1.5,2.63,35.30
1991-03-14,0.00,9.1,16.9,24.8,0.3,5.34,24.85
1991-03-15,6.38,10.0,12.3,14.5,2.5,4.23,9.15
1991-03-16,9.74,8.6,9.8,11.0,8.0,0.24,4.61
1991-03-17,5.40,9.7,12.7,15.8,12.7,0.15,2.12
1991-03-18,0.00,7.1,16.2,25.4,3.4,1.56,26.50
1991-03-19,0.00,7.5,14.9,22.3,7.2,1.36,17.87
1991-03-20,0.00,12.0,18.8,25.6,11.0,1.10,22.37
1991-03-21,0.00,16.1,19.5,22.8,18.3,0.27,6.58
1991-03-22,0.00,20.2,23.4,26.6,20.5,0.91,10.06
1991-03-23,0.00,7.9,16.2,24.4,3.4,1.31,23.28
1991-03-24,0.00,8.6,15.9,23.2,4.1,2.70,21.95
1991-03-25,0.00,11.9,19.8,27.8,7.7,0.98,30.10
1991-03-26,0.00,19.6,24.2,28.9,19.4,0.71,18.19
1991-03-27,0.00,20.5,24.1,27.6,20.0,2.03,12.61
1991-03-28,0.18,14.0,21.1,28.2,7.3,2.88,29.91
1991-03-29,1.81,12.2,21.0,29.8,7.8,4.68,25.02
1991-03-30,0.00,8.3,15.3,22.3,4.4,2.61,19.13
1991-03-31,3.99,6.4,13.6,20.9,6.0,1.17,14.02
1991-04-01,0.00,5.5,13.1,20.6,4.5,0.77,16.03
1991-04-02,0.00,6.7,15.1,23.4,8.9,0.67,19.00
1991-04-03,0.00,14.7,19.3,23.8,14.6,0.61,13.20
1991-04-04,31.70,16.4,21.6,26.8,16.9,0.28,16.52
1991-04-05,39.33,15.7,20.9,26.0,16.9,0.30,15.35
1991-04-06,6.42,14.8,17.7,20.6,15.2,0.35,6.66
1991-04-07,8.98,16.0,19.1,22.2,16.8,0.21,7.82
1991-04-08,0.00,17.5,21.4,25.3,18.6,0.29,10.49
1991-04-09,0.00,19.9,24.8,29.7,20.0,0.18,18.16
1991-04-10,0.00,19.4,23.9,28.5,14.7,2.22,21.12
1991-04-11,3.83,17.9,21.8,25.7,16.2,1.63,14.48
1991-04-12,0.00,19.2,22.5,25.8,21.0,0.89,9.08
1991-04-13,0.00,22.4,26.2,30.0,21.8,1.36,16.68
1991-04-14,17.03,18.9,24.9,30.9,20.1,0.46,22.13
1991-04-15,0.00,9.8,19.1,28.3,8.0,1.70,30.81
1991-04-16,0.00,11.9,19.9,27.8,11.3,1.61,26.95
1991-04-17,0.00,18.6,23.8,29.1,20.1,1.32,18.76
1991-04-18,0.00,22.1,24.8,27.6,21.7,0.43,10.02
1991-04-19,0.09,21.6,24.7,27.8,21.8,0.37,9.77
1991-04-20,0.00,15.2,22.5,29.8,18.0,0.59,17.64
1991-04-21,0.00,14.3,20.1,25.8,10.7,2.77,21.38
1991-04-22,0.00,15.1,20.5,26.0,17.7,0.62,13.55
1991-04-23,0.00,13.0,22.5,32.1,15.1,0.99,31.42
1991-04-24,0.00,14.1,20.5,26.8,17.1,1.08,15.04
1991-04-25,0.00,21.0,23.7,26.3,20.3,0.70,10.03
1991-04-26,0.00,22.2,26.5,30.7,21.3,1.06,20.38
1991-04-27,0.00,23.3,27.1,31.0,22.8,1.45,16.33
1991-04-28,1.49,20.6,24.8,29.1,15.5,3.06,23.12
1991-04-29,0.52,12.9,21.4,29.8,13.4,2.37,23.67
1991-04-30,0.00,12.8,20.6,28.4,6.4,1.99,31.00
1991-05-01,0.00,14.3,22.0,29.7,12.7,1.97,29.11
1991-05-02,3.60,15.7,22.6,29.5,16.9,0.41,24.43
1991-05-03,10.43,20.9,24.1,27.3,21.0,1.14,12.72
1991-05-04,5.15,20.5,24.5,28.4,22.5,0.63,9.62
1991-05-05,0.00,18.9,23.9,28.8,20.5,0.34,13.96
1991-05-06,0.00,12.2,18.2,24.2,13.4,1.38,14.78
1991-05-07,0.00,13.9,19.6,25.3,9.0,2.37,22.52
1991-05-08,11.21,17.1,22.2,27.4,19.0,1.47,14.52
1991-05-09,23.47,15.2,20.8,26.3,17.0,0.13,15.74
1991-05-10,0.00,17.3,23.1,28.8,19.9,0.27,16.22
1991-05-11,0.00,21.9,25.8,29.7,22.7,0.69,13.92
1991-05-12,0.00,24.0,27.5,31.0,22.3,2.23,18.40
1991-05-13,8.02,19.6,25.7,31.9,21.7,1.38,21.53
1991-05-14,2.57,19.4,24.1,28.8,20.0,1.00,16.17
1991-05-15,0.00,21.4,25.6,29.7,20.7,0.71,17.70
1991-05-16,3.41,22.1,26.8,31.5,22.6,0.66,18.72
1991-05-17,4.86,18.9,23.0,27.1,19.0,1.23,13.37
1991-05-18,0.03,18.1,22.9,27.8,18.8,0.42,16.30
1991-05-19,0.00,19.9,25.6,31.3,19.2,1.17,23.06
1991-05-20,0.34,20.9,25.2,29.6,19.7,1.76,19.84
1991-05-21,0.00,20.2,25.2,30.3,19.8,1.06,22.06
1991-05-22,0.00,21.6,25.4,29.2,20.5,1.77,17.78
1991-05-23,1.67,21.8,26.0,30.1,21.2,0.85,17.99
1991-05-24,0.00,22.9,27.0,31.0,21.5,1.94,19.10
1991-05-25,0.00,22.6,27.5,32.4,22.0,0.85,24.22
1991-05-26,0.00,20.0,26.4,32.9,21.1,0.91,26.12
1991-05-27,0.00,22.0,28.4,34.8,20.6,1.34,36.04
1991-05-28,0.00,23.2,28.3,33.5,20.6,1.68,30.97
1991-05-29,0.00,23.9,28.7,33.5,21.9,1.89,27.07
1991-05-30,0.00,24.7,29.2,33.8,22.3,3.01,27.73
1991-05-31,0.00,24.5,29.3,34.0,22.1,3.13,29.02
1991-06-01,0.00,25.3,29.4,33.5,22.3,4.14,26.73
1991-06-02,0.00,25.2,29.5,33.8,22.9,2.95,26.31
1991-06-03,2.51,25.2,29.5,33.8,23.1,2.77,25.33
1991-06-04,0.04,19.3,26.4,33.5,20.2,1.49,26.42
1991-06-05,0.00,22.8,28.7,34.6,22.7,1.93,28.90
1991-06-06,0.00,24.3,29.5,34.7,21.8,3.47,31.41
1991-06-07,3.15,23.1,28.1,33.1,21.3,3.24,26.33
1991-06-08,0.46,21.7,26.4,31.0,20.7,1.95,20.34
1991-06-09,0.00,21.0,26.0,31.0,20.0,1.92,21.70
1991-06-10,0.00,21.0,24.9,28.7,20.1,1.98,15.89
1991-06-11,1.63,21.4,26.2,31.1,19.8,1.72,24.66
1991-06-12,9.62,20.0,26.8,33.6,20.0,1.32,30.23
1991-06-13,0.05,21.5,28.0,34.5,21.1,2.13,33.26
1991-06-14,0.01,24.7,30.1,35.5,22.2,3.39,35.89
1991-06-15,5.74,21.0,28.3,35.7,21.6,1.11,33.21
1991-06-16,3.20,22.0,27.6,33.3,23.0,1.87,23.38
1991-06-17,5.44,21.7,28.8,35.9,21.2,2.32,35.12
1991-06-18,0.00,22.0,28.0,34.0,20.7,2.11,29.86
1991-06-19,0.49,24.0,30.0,35.9,21.5,4.04,34.03
1991-06-20,0.00,22.4,28.4,34.4,20.9,2.49,30.49
1991-06-21,0.00,23.9,29.4,34.8,21.2,2.22,34.19
1991-06-22,8.23,25.1,30.6,36.0,22.4,2.80,36.92
1991-06-23,46.03,20.8,29.0,37.1,21.4,1.00,40.95
1991-06-24,0.10,22.0,27.7,33.5,21.3,2.00,24.31
1991-06-25,0.65,22.1,27.1,32.2,21.6,1.65,21.61
1991-06-26,0.00,23.8,28.5,33.3,22.7,1.36,25.09
1991-06-27,0.00,23.9,29.4,34.8,22.0,1.52,31.48
1991-06-28,0.00,24.0,29.5,35.0,21.8,1.40,33.69
1991-06-29,5.65,22.8,27.9,33.1,21.7,2.00,25.93
1991-06-30,8.22,21.7,24.3,26.9,21.5,0.68,9.01
1991-07-01,2.73,21.9,26.2,30.5,22.6,0.39,15.55
1991-07-02,0.00,23.6,28.2,32.8,22.9,0.76,22.87
1991-07-03,0.00,23.8,28.6,33.4,22.5,1.32,25.43
1991-07-04,0.79,24.0,28.9,33.9,22.4,2.18,27.32
1991-07-05,0.03,22.3,25.3,28.3,22.3,0.62,11.48
1991-07-06,0.37,23.6,28.3,32.9,22.5,1.56,24.49
1991-07-07,0.71,24.3,29.4,34.4,22.6,1.54,29.32
1991-07-08,12.46,24.0,28.5,33.1,22.7,1.40,24.64
1991-07-09,19.59,22.6,26.6,30.6,23.0,0.98,16.25
1991-07-10,0.00,24.6,28.8,32.9,22.2,2.57,26.32
1991-07-11,0.00,24.1,28.5,32.9,22.3,1.93,24.42
1991-07-12,0.00,24.1,28.5,33.0,22.2,2.02,25.12
1991-07-13,0.00,23.6,28.8,33.9,21.9,1.81,29.60
1991-07-14,0.00,24.0,29.0,34.0,22.1,1.32,28.93
1991-07-15,0.00,23.5,29.1,34.7,21.7,1.82,30.55
1991-07-16,0.00,22.6,28.6,34.6,20.5,2.49,33.22
1991-07-17,0.00,23.7,29.3,34.9,20.8,3.13,33.76
1991-07-18,0.00,23.3,29.0,34.8,21.3,2.82,32.13
1991-07-19,0.00,23.4,29.5,35.5,20.5,2.23,36.30
1991-07-20,0.00,24.2,29.9,35.7,21.4,2.32,38.21
1991-07-21,0.00,25.6,30.2,34.9,22.1,3.86,33.26
1991-07-22,3.76,24.0,29.9,35.9,22.4,2.19,35.18
1991-07-23,2.21,22.3,27.6,32.8,22.0,1.08,24.64
1991-07-24,0.00,23.2,27.1,31.1,21.8,1.74,20.39
1991-07-25,0.00,24.2,29.4,34.7,21.3,2.19,34.69
1991-07-26,0.00,24.4,29.6,34.8,21.7,2.20,33.58
1991-07-27,3.48,24.4,29.4,34.5,22.4,1.87,29.35
1991-07-28,0.00,24.7,29.8,34.8,22.6,2.81,30.15
1991-07-29,2.91,24.0,29.6,35.2,22.1,2.07,34.62
1991-07-30,0.00,22.2,29.2,36.2,21.3,2.17,37.18
1991-07-31,0.00,22.6,30.3,38.0,19.7,4.34,45.42
1991-08-01,0.00,21.6,30.0,38.5,18.2,4.91,50.49
1991-08-02,0.00,23.2,30.4,37.6,18.9,4.45,45.50
1991-08-03,0.00,24.7,30.5,36.3,20.7,2.72,40.69
1991-08-04,0.00,24.9,30.6,36.3,21.8,2.42,39.18
1991-08-05,0.00,22.1,28.6,35.1,21.1,2.68,33.59
1991-08-06,0.56,22.6,28.0,33.3,21.3,1.93,27.80
1991-08-07,5.05,23.0,28.7,34.4,21.6,1.50,30.81
1991-08-08,0.00,22.7,28.0,33.2,22.0,1.28,25.71
1991-08-09,0.00,24.3,29.5,34.8,21.4,3.01,33.22
1991-08-10,0.00,24.3,30.3,36.4,20.6,3.28,40.41
1991-08-11,0.00,24.5,30.4,36.4,21.2,3.34,39.69
1991-08-12,0.00,24.7,30.8,37.0,21.5,3.15,41.69
1991-08-13,0.00,24.8,31.5,38.1,19.8,4.05,50.67
1991-08-14,0.00,25.6,31.5,37.4,19.6,5.56,47.41
1991-08-15,0.01,24.8,29.5,34.2,21.3,2.82,32.96
1991-08-16,0.00,24.9,29.5,34.1,21.2,4.28,34.33
1991-08-17,0.45,25.3,30.8,36.4,21.3,3.51,39.44
1991-08-18,0.28,25.1,30.9,36.8,21.4,4.12,39.24
1991-08-19,0.00,23.5,30.1,36.7,21.8,2.55,38.84
1991-08-20,0.00,22.4,29.4,36.4,18.9,3.52,42.80
1991-08-21,0.00,23.4,30.0,36.5,19.9,3.47,42.10
1991-08-22,1.69,25.1,31.4,37.6,20.5,3.95,46.27
1991-08-23,6.47,24.5,30.5,36.6,21.9,2.34,38.42
1991-08-24,10.23,22.6,27.8,32.9,22.0,1.39,24.67
1991-08-25,0.00,22.7,28.5,34.2,20.4,2.51,32.92
1991-08-26,0.00,21.3,27.7,34.1,18.6,2.94,34.92
1991-08-27,0.00,22.1,28.2,34.4,18.8,2.82,36.47
1991-08-28,0.00,22.9,28.2,33.5,20.9,2.78,28.29
1991-08-29,1.26,24.1,29.9,35.7,22.1,2.28,36.57
1991-08-30,0.00,24.6,30.5,36.4,20.8,2.91,41.05
1991-08-31,5.32,23.3,30.1,36.9,21.1,2.51,41.56
1991-09-01,0.50,22.2,27.1,32.1,21.1,1.72,23.81
1991-09-02,11.05,22.6,27.6,32.5,21.9,2.03,25.96
1991-09-03,20.71,22.4,27.6,32.9,21.9,1.44,24.19
1991-09-04,0.60,21.4,25.5,29.6,21.8,0.88,13.36
1991-09-05,0.00,22.3,27.0,31.6,21.2,2.47,23.95
1991-09-06,7.84,23.6,27.1,30.7,22.0,2.34,19.16
1991-09-07,4.09,23.7,26.8,30.0,22.9,1.75,15.43
1991-09-08,1.28,24.2,27.3,30.3,22.1,2.54,21.13
1991-09-09,0.00,23.9,28.4,32.9,22.5,1.74,25.64
1991-09-10,0.00,22.8,28.2,33.5,21.3,1.92,30.49
1991-09-11,2.43,22.6,28.1,33.5,21.6,1.67,28.95
1991-09-12,5.39,22.7,27.6,32.6,20.7,2.08,28.10
1991-09-13,9.00,23.1,27.6,32.1,22.3,1.60,24.15
1991-09-14,1.14,24.3,28.1,31.9,22.4,1.75,21.86
1991-09-15,5.80,24.4,27.8,31.2,23.2,1.93,16.67
1991-09-16,2.75,24.1,28.4,32.8,22.6,1.93,24.03
1991-09-17,4.16,22.6,27.3,32.0,21.5,1.32,24.73
1991-09-18,3.16,23.0,27.8,32.7,21.2,1.71,26.70
1991-09-19,4.98,16.0,24.4,32.8,19.4,1.37,27.14
1991-09-20,12.81,13.5,15.0,16.6,11.5,1.89,4.97
1991-09-21,0.52,14.4,16.6,18.9,10.6,4.17,9.02
1991-09-22,0.00,17.1,22.4,27.6,14.5,5.37,19.83
1991-09-23,9.71,21.1,26.4,31.7,20.8,0.96,24.00
1991-09-24,13.66,23.0,26.2,29.3,22.1,1.03,14.95
1991-09-25,0.49,12.7,22.3,31.8,17.9,0.98,22.64
1991-09-26,0.00,11.7,19.5,27.3,8.3,2.09,27.52
1991-09-27,0.00,12.4,21.5,30.5,10.7,2.18,32.52
1991-09-28,0.00,14.1,21.6,29.1,12.4,2.02,27.19
1991-09-29,0.00,13.7,20.8,28.0,10.0,2.04,27.95
1991-09-30,0.00,14.2,21.3,28.3,11.1,1.69,28.11
1991-10-01,1.02,15.3,22.4,29.5,16.8,1.28,23.10
1991-10-02,1.72,16.6,22.6,28.6,17.7,0.70,18.13
1991-10-03,0.00,16.6,23.3,30.1,17.8,0.66,23.50
1991-10-04,0.00,21.0,26.5,32.0,19.4,1.72,28.32
1991-10-05,0.00,19.1,26.2,33.2,18.4,3.48,28.91
1991-10-06,0.00,15.3,20.4,25.5,7.0,7.63,22.84
1991-10-07,0.00,9.9,16.5,23.2,5.8,2.51,19.94
1991-10-08,0.00,9.7,17.9,26.1,9.0,1.98,24.05
1991-10-09,0.00,11.6,19.2,26.8,11.1,1.09,22.15
1991-10-10,0.00,11.8,20.2,28.7,11.7,1.23,26.46
1991-10-11,0.00,13.0,21.7,30.4,12.7,1.71,30.26
1991-10-12,0.00,14.4,24.3,34.2,10.9,3.05,42.73
1991-10-13,0.00,15.2,25.9,36.5,10.1,5.49,51.00
1991-10-14,0.00,15.3,25.7,36.0,11.6,2.76,49.07
1991-10-15,0.00,14.4,23.9,33.4,10.3,3.43,37.86
1991-10-16,0.00,14.8,23.1,31.5,8.0,6.37,36.14
1991-10-17,0.00,14.5,22.5,30.5,10.4,2.14,31.56
1991-10-18,0.00,14.5,22.9,31.4,14.9,0.45,31.00
1991-10-19,0.00,16.7,23.4,30.2,15.6,0.99,27.76
1991-10-20,0.00,16.5,22.5,28.5,14.1,1.85,23.80
1991-10-21,0.00,12.1,20.3,28.5,11.0,1.50,27.36
1991-10-22,0.00,12.7,20.5,28.4,14.9,1.22,24.96
1991-10-23,0.00,20.9,25.9,31.0,20.0,1.76,24.14
1991-10-24,0.00,23.6,28.0,32.4,20.5,3.08,27.90
1991-10-25,0.00,23.3,27.8,32.3,20.6,2.74,26.82
1991-10-26,0.00,23.2,27.8,32.5,20.6,2.25,27.19
1991-10-27,1.37,23.4,27.1,30.8,20.6,2.55,22.69
1991-10-28,4.58,23.3,26.8,30.3,20.7,2.47,21.52
1991-10-29,6.66,23.7,26.9,30.0,22.3,2.44,15.70
1991-10-30,4.43,12.1,20.5,29.0,15.2,0.90,14.98
1991-10-31,7.11,8.5,11.2,13.9,10.0,0.32,3.34
1991-11-01,0.00,3.1,7.7,12.2,3.5,0.41,5.66
1991-11-02,0.00,3.1,9.2,15.3,-0.5,1.62,12.09
1991-11-03,0.00,2.1,7.6,13.0,-2.4,1.95,9.66
1991-11-04,0.00,-1.0,3.2,7.4,-6.4,1.29,6.69
1991-11-05,0.00,1.0,4.9,8.7,-6.8,2.13,8.29
1991-11-06,0.00,4.7,8.8,12.9,2.6,2.59,9.31
1991-11-07,0.00,12.4,16.5,20.6,12.7,0.76,9.72
1991-11-08,0.00,3.5,12.6,21.7,8.2,0.58,7.34
1991-11-09,0.00,-1.1,7.3,15.6,-1.8,0.76,12.33
1991-11-10,0.00,-0.9,7.6,16.0,-2.3,0.93,13.30
1991-11-11,0.00,1.6,11.0,20.3,6.3,0.85,14.95
1991-11-12,0.00,12.7,17.1,21.5,10.7,2.85,12.77
1991-11-13,0.00,12.7,16.0,19.3,8.9,3.05,10.92
1991-11-14,0.00,13.1,17.7,22.3,11.4,1.96,14.73
1991-11-15,0.85,16.1,21.1,26.0,17.0,1.66,15.70
1991-11-16,2.32,20.4,23.3,26.2,19.5,1.54,12.13
1991-11-17,16.20,13.0,19.0,25.0,18.1,0.64,7.89
1991-11-18,0.00,8.1,14.3,20.5,9.2,0.70,11.99
1991-11-19,0.00,8.8,17.3,25.8,16.5,0.75,15.38
1991-11-20,0.00,10.7,18.4,26.2,8.1,2.20,24.72
1991-11-21,0.00,2.3,10.9,19.5,-1.5,1.86,18.66
1991-11-22,0.00,1.9,11.6,21.3,-0.4,1.39,20.28
1991-11-23,0.00,4.2,14.9,25.7,4.7,1.35,24.67
1991-11-24,0.00,-1.5,6.5,14.6,-5.6,1.36,13.27
1991-11-25,0.00,-2.3,6.9,16.0,-6.8,1.20,15.42
1991-11-26,0.00,-1.3,8.6,18.5,4.1,1.02,13.95
1991-11-27,0.00,12.7,17.4,22.1,13.1,0.42,11.49
1991-11-28,0.00,15.2,19.9,24.6,16.0,0.44,14.18
1991-11-29,0.00,19.1,23.0,27.0,16.4,3.17,18.60
1991-11-30,0.00,20.1,24.6,29.2,16.7,2.32,25.16
1991-12-01,0.38,8.1,16.6,25.0,11.4,1.81,10.83
1991-12-02,1.57,3.0,5.6,8.2,3.1,0.75,2.09
1991-12-03,0.00,2.2,8.9,15.6,-0.2,1.10,12.12
1991-12-04,0.00,-0.5,7.8,16.1,-3.2,1.16,13.97
1991-12-05,0.00,-0.9,7.8,16.5,-2.2,1.02,15.20
1991-12-06,0.00,3.1,11.7,20.4,7.6,0.73,14.59
1991-12-07,0.65,14.2,18.3,22.5,14.2,0.87,11.69
1991-12-08,10.13,17.6,19.6,21.7,18.8,0.80,3.36
1991-12-09,6.41,18.6,21.3,24.1,19.0,0.72,9.08
1991-12-10,0.00,12.5,18.6,24.7,13.3,0.99,15.84
1991-12-11,2.79,12.5,17.9,23.2,13.5,0.45,15.87
1991-12-12,6.14,17.0,19.9,22.8,18.3,0.40,6.40
1991-12-13,7.45,14.3,18.3,22.3,17.2,0.60,5.57
1991-12-14,0.00,13.7,17.3,20.9,12.6,0.98,10.28
1991-12-15,0.00,3.2,8.6,14.0,0.0,1.50,10.25
1991-12-16,0.00,4.2,8.5,12.8,-0.4,1.43,9.89
1991-12-17,0.65,5.5,9.5,13.6,1.6,1.52,10.00
1991-12-18,30.65,10.0,11.8,13.6,11.2,0.41,4.11
1991-12-19,66.47,13.6,15.4,17.2,14.0,0.38,1.97
1991-12-20,65.92,15.1,17.4,19.7,16.5,0.65,2.46
1991-12-21,87.91,14.0,17.6,21.2,17.5,0.49,2.95
1991-12-22,34.95,13.1,14.0,14.9,12.7,0.28,1.68
1991-12-23,0.00,10.8,15.4,19.9,13.6,0.05,4.96
1991-12-24,0.00,6.2,12.3,18.4,4.4,1.73,12.34
1991-12-25,2.87,2.8,8.5,14.1,2.1,0.53,9.41
1991-12-26,14.62,3.4,6.7,9.9,5.5,0.20,3.26
1991-12-27,1.11,6.8,7.5,8.2,6.1,0.48,1.67
1991-12-28,0.00,2.9,8.5,14.2,3.9,0.48,8.03
1991-12-29,0.00,1.8,8.4,14.9,2.9,0.37,9.58
1991-12-30,0.00,2.1,8.1,14.2,5.7,0.27,6.82
1991-12-31,0.86,7.5,12.0,16.5,9.7,0.62,6.46
1992-01-01,3.36,11.8,13.4,15.0,11.2,0.78,3.78
1992-01-02,4.82,11.4,15.0,18.7,12.3,0.29,6.80
1992-01-03,0.00,3.8,11.1,18.3,4.3,0.57,14.05
1992-01-04,1.83,3.4,11.6,19.9,4.4,0.78,15.55
1992-01-05,5.53,6.4,10.9,15.4,9.8,0.48,6.08
1992-01-06,0.00,7.5,11.8,16.1,10.6,0.01,4.28
1992-01-07,0.69,7.9,11.9,15.8,11.5,0.01,4.27
1992-01-08,1.73,13.7,15.7,17.7,14.3,0.15,3.41
1992-01-09,0.00,9.4,13.5,17.7,6.0,1.29,12.30
1992-01-10,0.00,8.8,12.2,15.6,1.9,3.06,12.00
1992-01-11,1.47,8.6,12.4,16.2,0.1,3.97,14.01
